Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0012,02,     ,0201225458,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR                                                                                           ,19880609  ,          ,
0012,02,     ,0201225545,LESSENAARS & TAFELS - HK/DIENS,SYST 300 CREDENZA                                                                                   ,19890401  ,          ,
0012,02,     ,0201226165,LESSENAARS & TAFELS - HK/DIENS,DIA TABLE                                          -                                                ,19930701  ,          ,
0012,02,     ,0201226246,LESSENAARS & TAFELS - HK/DIENS,KOFFIETAFEL X 1 - EIKEHOUT (600X600)               -  S                                             ,19940102  ,          ,
0012,02,     ,0201226247,LESSENAARS & TAFELS - HK/DIENS,KOFFIETAFEL X 1 - STAAL                            -  S                                             ,19940102  ,          ,
0012,02,     ,0201228152,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR -TJEK 451108                                                                              ,19990801  ,          ,
0012,02,     ,0201230296,LESSENAARS & TAFELS - HK/DIENS,1 X KOFFIE TAFEL -CINVKM526                                                                         ,20060331  ,          ,
0012,02,     ,0201230297,LESSENAARS & TAFELS - HK/DIENS,1 X KOFFIE TAFEL -CINVKM526                                                                         ,20060331  ,          ,
0012,02,     ,0201230814,LESSENAARS & TAFELS - HK/DIENS,TABLE                                                                                               ,20081001  ,          ,
0012,02,     ,0202000259,SECURITY EQUIPMENT - HK & FUNE,1 X SMS COMMUNICATOR 4X2 EXCL MET SIM KAART -CINVKE2040                                             ,20070701  ,          ,
0012,02,     ,0203005074,KABINETTE - HK EN DIENS       ,KABINET - STAAL -2 DEUR                                                                             ,19720418  ,          ,
0012,02,     ,0203005343,KABINETTE - HK EN DIENS       ,KABINET 1X4 LAAI LIASSEER                                                                           ,19841105  ,          ,
0012,02,     ,0203005420,KABINETTE - HK EN DIENS       ,CREDENZA                                                                                            ,19880609  ,          ,
0012,02,     ,0203007968,KABINETTE - HK EN DIENS       ,1 X 2 DEUR SKRYFBEHOEFTE KAS -CINVKM521                                                             ,20060331  ,          ,
0012,02,     ,0203008192,KABINETTE - HK EN DIENS       ,1 X STEEL KABINET -KNT 13/02/2008                                                                   ,0         ,          ,
0012,01,     ,0207000146,STOELE - HOOFKANTOOR/DIENS    ,1 STOEL  EIKEHOUT - ONTVANGS -BRUIN                                                                 ,19860327  ,          ,
0012,02,     ,0207006001,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19890401  ,          ,
0012,02,     ,0207010742,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSTOEL -TJEK 451108                                                                           ,19990801  ,          ,
0012,02,     ,0207010743,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSTOEL -TJEK 451108                                                                           ,19990801  ,          ,
0012,02,     ,0207010744,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSTOEL -TJEK 45027                                                                            ,19990801  ,          ,
0012,02,     ,0207010745,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSTOEL -TJEK451108                                                                            ,19990801  ,          ,
0012,02,     ,0207012077,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207012078,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207012079,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207012081,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207012082,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207012083,STOELE - HOOFKANTOOR/DIENS    ,BESOEKERSTOEL                                                                                       ,19990101  ,          ,
0012,02,     ,0207014714,STOELE - HOOFKANTOOR/DIENS    ,LESSENAARSTOEL STRATOS WINE -KREDKB000000000077                                                     ,20030619  ,          ,
0012,02,     ,0207017773,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017774,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017775,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017776,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017777,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017778,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017779,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017780,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017781,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017782,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017783,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017784,STOELE - HOOFKANTOOR/DIENS    ,1 X ONTVANGS STOEL -CINVKM525                                                                       ,20060331  ,          ,
0012,02,     ,0207017785,STOELE - HOOFKANTOOR/DIENS    ,1 X TIKSTER STOEL -CINVKM526                                                                        ,20060331  ,          ,
