Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0013,02,     ,0201225469,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR   -OAK 3 LAAI                                                                             ,19880801  ,          ,
0013,02,     ,0201225470,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR   -OAK OLYMPIA CREDENZA                                                                   ,19880801  ,          ,
0013,02,     ,0201228441,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR EN 3 LAAI PEDASTA -K/F KL35979                                                            ,20000601  ,          ,
0013,02,     ,0201229817,LESSENAARS & TAFELS - HK/DIENS,20 MAROON PLASTIC CHAIRS KREDKC14761                                                                ,20050302  ,          ,
0013,02,     ,0202000252,SECURITY EQUIPMENT - HK & FUNE,1 X SMS COMMUNICATOR 4X2 EXCL MET SIM KAART -CINVKE1847                                             ,20070601  ,          ,
0013,02,     ,0203005604,KABINETTE - HK EN DIENS       ,KOMBUISKAS - STAAL WIT                                                                              ,19911101  ,          ,
0013,02,     ,0207005872,STOELE - HOOFKANTOOR/DIENS    ,LESSENAARSTOEL OAK SWIVEL TAN                                                                       ,19880801  ,          ,
0013,02,     ,0207017375,STOELE - HOOFKANTOOR/DIENS    ,1 X TIKSTERSTOEK -CINVKA180                                                                         ,20051019  ,          ,
0013,02,     ,0207018118,STOELE - HOOFKANTOOR/DIENS    ,30 X BURGUNDY PLASTIESE STOELE -CINVKM570                                                           ,20060301  ,          ,
0013,02,     ,0216005551,MATTE - HK EN DIENS           ,1 X MAT BESKERMER -KNT 28/07/2006                                                                   ,0         ,          ,
0013,02,     ,0216005970,MATTE - HK EN DIENS           ,CARPET PROTECTOR -3175 14/05/2009 BETHAL                                                            ,20090501  ,          ,
0013,02,     ,0216005971,MATTE - HK EN DIENS           ,CARPET PROTECTOR -3175 26/05/2009 0013                                                              ,20090501  ,          ,
0013,02,     ,0299007096,DIVERSE - HK EN DIENS         ,TOONBANK                                                                                            ,19990701  ,          ,
0013,02,     ,0299008596,DIVERSE - HK EN DIENS         ,1 X KLUIS -KNT 28/07/2006                                                                           ,0         ,          ,
0013,02,     ,0310000442,MEDIESE KASSIES - HK EN DIENS ,1 X NOODHULP KASSIE -CINVKM1050                                                                     ,20060531  ,          ,
0013,02,     ,0322005207,BRANDBESTRYDINGAPPARAAT       ,BRANDBLUSSER X 3 -GEDIENS 07/2004___08/05 KNT 13/03/200                                             ,19970101  ,          ,
0013,02,     ,0327010266,REKENOUTOMATE - HK EN DIENS   ,1 X SAMSUNG ML 2010 LASER PRINTER -CINVKJ1240                                                       ,20071101  ,          ,
0013,02,     ,0343000911,AFDAKKE (TENTE)               ,1 X CANVAS TENT -CINVKX3                                                                            ,20080401  ,          ,
0013,02,     ,0345001002,POTPLANTBAKKE - HK EN DIENS   ,1 X POTPLANT -KNT 24/11/2006                                                                        ,0         ,          ,
0013,02,     ,0345001176,POTPLANTBAKKE - HK EN DIENS   ,POT PLANT -3175 14/05/2009 BETHAL                                                                   ,20090501  ,          ,
0013,02,     ,0345001177,POTPLANTBAKKE - HK EN DIENS   ,POT PLANT -3175 14/05/2009 BETHAL                                                                   ,20090501  ,          ,
0013,02,     ,0345001178,POTPLANTBAKKE - HK EN DIENS   ,POT PLANT -3175 14/05/2009 BETHAL                                                                   ,20090501  ,          ,
0013,02,     ,0345001193,POTPLANTBAKKE - HK EN DIENS   ,POTPLANT -3175 26/05/2009 0013                                                                      ,20090501  ,          ,
0013,02,     ,0345001194,POTPLANTBAKKE - HK EN DIENS   ,POTPLANT -3175 26/05/2009 0013                                                                      ,20090501  ,          ,
0013,02,     ,0345001195,POTPLANTBAKKE - HK EN DIENS   ,POTPLANT -3175 26/05/2009 0013                                                                      ,20090501  ,          ,
0013,02,     ,0401005905,AFLAATMASJIENE                ,AFLAATMASJIEN__A1-51141 -KI18/12/04                                                                 ,20050101  ,          ,
0013,02,     ,0402000117,AFLAATMASJ. STANDERS          ,1 X STAND AND DRAPESET -KNT 24/11/2006                                                              ,0         ,          ,
0013,02,     ,0420006370,GRASMATTE & AFDEKSEILE        ,POLY GRASS MATS ADULTS 19SQ/M                                                                       ,20040531  ,          ,
0013,02,     ,0420006398,GRASMATTE & AFDEKSEILE        ,POLY GRASS MATS - ADULTS 19SQ -AVN IN047372                                                         ,20050201  ,          ,
0013,02,     ,0430005513,STOOTWAENTJIES                ,MORTUARY DISPLAY TRUCK                                                                              ,19920101  ,          ,
0013,02,     ,0471005269,KISTESTANDERS & BOKKIES       ,CASKET DISPLAY RACK 3 TIER X 2                                                                      ,19891201  ,          ,
0013,02,     ,0930000081,REKENOUTOMATE - HK EN DIENS   ,2GB 2.66GHZ TOWER -KREDKJ1317                                                                       ,20090101  ,          ,
0013,02,     ,0930000082,REKENOUTOMATE - HK EN DIENS   ,LENOVO 17TFT BLACK MONITOR -KREDKJ1317                                                              ,20090101  ,          ,
0013,02,     ,0930000083,REKENOUTOMATE - HK EN DIENS   ,SAMSUNG ML 2240 MONO LASER PRINTER & USB CABLE -KREDKJ1                                             ,20090101  ,          ,
0013,02,     ,0930000098,REKENOUTOMATE - HK EN DIENS   ,3COM OFFICECONNECT DUAL SPEED SWITCH 16 -KREDKJ1317                                                 ,20090101  ,          ,
