Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0905,00,     ,0203007691,KABINETTE - HK EN DIENS       ,1 X 4-LAAI LIASSEERKABINET                                                                          ,0         ,          ,
0905,00,     ,0203007692,KABINETTE - HK EN DIENS       ,1 X 4-LAAI LIASSEERKABINET                                                                          ,0         ,          ,
0905,00,     ,0203007693,KABINETTE - HK EN DIENS       ,1 X 4-LAAI LIASSEERKABINET                                                                          ,0         ,          ,
0905,01,     ,0299008612,DIVERSE - HK EN DIENS         ,1X WHITEBOARD -CINVKZ528                                                                            ,20061101  ,          ,
0905,01,     ,0299008613,DIVERSE - HK EN DIENS         ,1X WHITEBOARD -CINVKZ528                                                                            ,20061101  ,          ,
0905,01,     ,0299008614,DIVERSE - HK EN DIENS         ,1X WHITEBOARD -CINVKZ528                                                                            ,20061101  ,          ,
0905,01,     ,0305000320,FOTOSTAATMASJIEN - LEWENS     ,PHOTOCOPY MACHINE BIZHUB -CINVKB20068_WORCESTER SE KONS                                             ,20080501  ,          ,
0905,00,     ,0305000362,FOTOSTAATMASJIEN - LEWENS     ,COPIER MINOLTA B20                                                                                  ,0         ,          ,
0905,01,     ,0310000502,MEDIESE KASSIES - HK EN DIENS ,1 X NOODHULP KASSIE -CINVKM1050                                                                     ,20060531  ,          ,
0905,01,     ,0331007593,REKENAARS - VERSEKERING       ,TELKOM UPS -KREDKC31794                                                                             ,20080601  ,          ,
0905,01,     ,0336000376,TELEPHONE SYSTEMS - INSURANCE ,PABX -CINVKU21240 INV IN012792                                                                      ,20100804  ,          ,
0905,01,     ,0357000360,SOFSUIERS - LEWENS            ,VACUM CLEANER KARCHER A2604 -CINVKB20803                                                            ,20080604  ,          ,
0905,01,     ,0930001559,REKENAARS - VERSEKERING       ,HP LASERJET 5200 -CINVKJ2673 INV IN100266                                                           ,20100621  ,          ,
0905,01,     ,0930001560,REKENAARS - VERSEKERING       ,HP LASERJET 5200 -CINVKJ2673 INV IN100266                                                           ,20100621  ,          ,
0905,01,     ,0930001677,REKENAARS - VERSEKERING       ,SCANNER -CINVKJ2725 INV INV269                                                                      ,20100714  ,          ,
0905,01,     ,0930001935,REKENAARS - VERSEKERING       ,MONITOR -CINVKJ3064 INV INA74153                                                                    ,20110201  ,          ,
0905,01,     ,0930001937,REKENAARS - VERSEKERING       ,MONITOR -CINVKJ3064 INV INA74153                                                                    ,20110201  ,          ,
0905,01,     ,0930001941,REKENAARS - VERSEKERING       ,MONITOR -CINVKJ3064 INV INA74153                                                                    ,20110201  ,          ,
0905,01,0    ,0201229973,LESSENAARS & TAFELS - HK/DIENS,1 X TRAPEZOID TAFEL -KREDKC17317                                                                    ,20050630  ,          ,
0905,01,0    ,0201229974,LESSENAARS & TAFELS - HK/DIENS,1 X TRAPEZOID TAFEL -KREDKC17317                                                                    ,20050630  ,          ,
0905,01,0    ,0201229975,LESSENAARS & TAFELS - HK/DIENS,1 X TRAPEZOID TAFEL -KREDKC17317                                                                    ,20050630  ,          ,
0905,01,0    ,0201229976,LESSENAARS & TAFELS - HK/DIENS,1 X TRAPEZOID TAFEL -KREDKC17317                                                                    ,20050630  ,          ,
0905,01,0    ,0201230034,LESSENAARS & TAFELS - HK/DIENS,1 X LESSENAAR PROTON -KREDKC17317                                                                   ,20050630  ,          ,
0905,01,0    ,0201230035,LESSENAARS & TAFELS - HK/DIENS,1 X CREDENZA -KREDKC17317                                                                           ,20050630  ,          ,
0905,01,0    ,0203007832,KABINETTE - HK EN DIENS       ,1 X SKRYFBEHOEFTEKABINET STAAL -KREDKC17317                                                         ,20050630  ,          ,
0905,01,0    ,0203007833,KABINETTE - HK EN DIENS       ,1 X 4-LAAI LIASEERKABINET -KREDKC17317                                                              ,20050630  ,          ,
0905,01,0    ,0203007851,KABINETTE - HK EN DIENS       ,1 X 4-LAAI LIASEERKABINET -KREDKC17317                                                              ,20050630  ,          ,
0905,01,0    ,0207016576,STOELE - HOOFKANTOOR/DIENS    ,1 X TIKSTERSTOEL MAXI MET ARMS -KREDKB7832                                                          ,20050322  ,          ,
0905,01,0    ,0207016800,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016801,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016802,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016803,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016804,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016805,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC17317                                                                     ,20050630  ,          ,
0905,01,0    ,0207016806,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL POLYPROP -KREDKC17317                                                            ,20050630  ,          ,
0905,01,0    ,0207016926,STOELE - HOOFKANTOOR/DIENS    ,1 X LESSENAARSTOEL -KREDKC17317                                                                     ,20050630  ,          ,
0905,01,0    ,0207016927,STOELE - HOOFKANTOOR/DIENS    ,1 X BESOEKERSTOEL EIKE -KREDKC17317                                                                 ,20050630  ,          ,
0905,01,0    ,0207016928,STOELE - HOOFKANTOOR/DIENS    ,1 X BESOEKERSTOEL -KREDKC17317                                                                      ,20050630  ,          ,
0905,01,0    ,0208000442,STOELE - LEWENSKANTORE        ,CHAIR TYPIST WITH ARMS BUZZ -CINVKB17399                                                            ,20080101  ,          ,
0905,01,0    ,0209000304,LESSENAARS EN TAFELS - LEWENS ,DESK PROTON 1600__WITH PEDESTAL -CINVKB17399                                                        ,20080101  ,          ,
0905,01,0    ,0209000305,LESSENAARS EN TAFELS - LEWENS ,CREDENZA PROTON -CINVKB17399                                                                        ,20080101  ,          ,
0905,01,0    ,0210000302,KABINETTE - LEWENS            ,CABINET FILING WITH FOUR DRAWERS -CINVKB17399                                                       ,20080101  ,          ,
0905,01,0    ,0210000303,KABINETTE - LEWENS            ,CABINET STAIONERY -CINVKB17399                                                                      ,20080101  ,          ,
0905,01,0    ,0210000304,KABINETTE - LEWENS            ,CABINET STAIONERY -CINVKB17399                                                                      ,20080101  ,          ,
0905,01,0    ,0211000223,SECURITY EQUIPMENT - INSURANCE,SMS COMMUNICATOR -CINVKE6217 INV 21554                                                              ,20090420  ,          ,
0905,01,0    ,0216005486,MATTE - HK EN DIENS           ,1 X MATBESKERMER -KREDKC17317                                                                       ,20050630  ,          ,
0905,01,0    ,0217000254,MATTE - VERSEKERING           ,CARPET PROTECTOR -CINVKB17399                                                                       ,20080101  ,          ,
0905,01,0    ,0299008418,DIVERSE - HK EN DIENS         ,1 X FLIPCHART -KC29734                                                                              ,20050630  ,          ,
0905,01,0    ,0299008565,DIVERSE - LEWENS              ,1 X FLIPCHART -CINVKM1082                                                                           ,20060525  ,          ,
0905,01,0    ,0327007952,REKENAARS - VERSEKERING       ,1X TOWER -KREDKJ53                                                                                  ,20051025  ,          ,
0905,01,0    ,0327007953,REKENAARS - VERSEKERING       ,1 X TOWER -KREDKJ53                                                                                 ,20051025  ,          ,
0905,01,0    ,0327007954,REKENAARS - VERSEKERING       ,1 X TOWER -KREDKJ53                                                                                 ,20051025  ,          ,
0905,01,0    ,0327007955,REKENAARS - VERSEKERING       ,1 X TOWER -KREDKJ53                                                                                 ,20051025  ,          ,
0905,01,0    ,0327007958,REKENOUTOMATE - HK EN DIENS   ,1 X MONITOR -KREDKJ53                                                                               ,20051025  ,          ,
0905,01,0    ,0327007959,REKENOUTOMATE - HK EN DIENS   ,1 X MONITOR -KREDKJ53                                                                               ,20051025  ,          ,
0905,01,0    ,0327007960,REKENOUTOMATE - HK EN DIENS   ,1 X MONITOR -KREDKJ53                                                                               ,20051025  ,          ,
0905,01,0    ,0327007961,REKENOUTOMATE - HK EN DIENS   ,1 X MONITOR -KREDKJ53                                                                               ,20051025  ,          ,
0905,00,0    ,0327010163,REKENOUTOMATE - HK EN DIENS   ,1 X EPSON PROJEKTER                                                                                 ,0         ,          ,
0905,01,0    ,0330005715,ELEKTRIESE APPARAAT - HK/DIENS,1 X OORHOOFSE PROJEKTOR -KV07161                                                                    ,20030627  ,          ,
