Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0984,01,0    ,0327007670,REKENAARS - VERSEKERING       ,1 X TOWER -KREDKC/16539                                                                             ,20050504  ,          ,
0984,01,0    ,0331007560,REKENAARS - VERSEKERING       ,1 X IBM LAPTOP -CINVKJ1127                                                                          ,20070801  ,          ,
0984,01,0    ,9100000023,LESSENAARS EN TAFELS - LEWENS ,OAK DESK AND PEDESTAL -CINVKU11215 7514                                                             ,20090203  ,          ,
0984,01,0    ,9100000024,LESSENAARS EN TAFELS - LEWENS ,SLIDING DOOR CREDENZA -CINVKU11215 7514                                                             ,20090203  ,          ,
0984,01,0    ,9100000025,ASBAKKE/VULLISDROMME - VERSEKE,WASTE PAPER BIN -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000026,MATTE - VERSEKERING           ,CARPET PROTECTOR -CINVKU11215 7514                                                                  ,20090203  ,          ,
0984,01,0    ,9100000027,STOELE - LEWENSKANTORE        ,MEDIUM BACK CHAIR -CINVKU11215 7514                                                                 ,20090203  ,          ,
0984,01,0    ,9100000028,STOELE - LEWENSKANTORE        ,TUSCANY ARM CHAIR -CINVKU11215 7514                                                                 ,20090203  ,          ,
0984,01,0    ,9100000029,STOELE - LEWENSKANTORE        ,TUSCANY ARM CHAIR -CINVKU11215 7514                                                                 ,20090203  ,          ,
0984,01,0    ,9100000030,LESSENAARS EN TAFELS - LEWENS ,COFFEE TABLE -CINVKU11215 7514                                                                      ,20090203  ,          ,
0984,01,0    ,9100000031,KABINETTE - LEWENS            ,2 DOOR FILING CABINET -CINVKU11215 7514                                                             ,20090203  ,          ,
0984,01,0    ,9100000032,DIVERSE - LEWENS              ,WHITE BOARD -CINVKU11215 7514                                                                       ,20090203  ,          ,
0984,01,0    ,9100000033,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000034,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090202  ,          ,
0984,01,0    ,9100000035,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000036,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000037,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000038,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000039,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0    ,9100000040,STOELE - LEWENSKANTORE        ,POLYSHELL CHAIR -CINVKU11215 7514                                                                   ,20090202  ,          ,
0984,01,0    ,9100000041,LESSENAARS EN TAFELS - LEWENS ,FLEXITABLE TRAPEZOIDAL -CINVKU11215 7514                                                            ,20090203  ,          ,
0984,01,0    ,9100000042,LESSENAARS EN TAFELS - LEWENS ,FLEXITABLE TRAPEZOIDAL -CINVKU11215 7514                                                            ,20090203  ,          ,
0984,01,0    ,9100000043,LESSENAARS EN TAFELS - LEWENS ,FLEXITABLE TRAPEZOIDAL -CINVKU11215 7514                                                            ,20090203  ,          ,
0984,01,0    ,9100000044,LESSENAARS EN TAFELS - LEWENS ,FLEXITABLE TRAPEZOIDAL -CINVKU11215 7514                                                            ,20090203  ,          ,
0984,01,0    ,9100000045,ELEKTRIESE APPARAAT - VERSEKER,BAR FRIDGE -CINVKU11215 7514                                                                        ,20090203  ,          ,
0984,01,0    ,9100000046,ELEKTRIESE APPARAAT - VERSEKER,URN 8 LITRE -CINVKU11215 7514                                                                       ,20090203  ,          ,
0984,01,0    ,9100000047,ELEKTRIESE APPARAAT - VERSEKER,WAP VACUM CLEANER -CINVKU11215 7514                                                                 ,20090203  ,          ,
0984,01,0    ,9100000178,ASBAKKE/VULLISDROMME - VERSEKE,WASTE PAPER BIN -CINVKU11215 7514                                                                   ,20090203  ,          ,
0984,01,0984 ,0205005282,AFSKORTINGS                   ,TABLE DIVIDERS -SIEN 0205005252                                                                     ,20100901  ,          ,
0984,01,0984 ,0205005283,AFSKORTINGS                   ,TABLE DIVIDER -SIEN 0205005253                                                                      ,20100901  ,          ,
