Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0900,01,     ,0211000245,SECURITY EQUIPMENT - INSURANCE,SMS COMMUNICATOR -CINVKE7250 INV 22543                                                              ,20091009  ,          ,
0900,01,     ,0211000261,SECURITY EQUIPMENT - INSURANCE,ALARM -CINVKT7320 INV I5799                                                                         ,20100501  ,          ,
0900,01,     ,0305000306,FOTOSTAATMASJIEN - LEWENS     ,1 X FOTOSTAATMASJIEN MINOLTA BIG 162                                                                ,20060531  ,          ,
0900,01,     ,0310000387,MEDIESE KASSIES - HK EN DIENS ,NOODHULP KASSIE -CINVKM1050                                                                         ,20060530  ,          ,
0900,01,     ,0317005230,IT PROGRAMS - H/O & FUNERAL   ,LICENCE -CINVKJ2585 INV INA11234                                                                    ,20100423  ,          ,
0900,01,     ,0327005438,REKENAARS - VERSEKERING       ,MODEM KABINETTE -K/FOKUS KL31021                                                                    ,19990530  ,          ,
0900,01,     ,0331007618,REKENAARS - VERSEKERING       ,PERSONAL COMPUTERS -CINVKJ1634                                                                      ,20080820  ,          ,
0900,01,     ,0331007623,REKENAARS - VERSEKERING       ,MONITOR -CINVKJ1634                                                                                 ,20080821  ,          ,
0900,01,     ,0336000340,TELEPHONE SYSTEMS - INSURANCE ,1 X PABX -CINVKQ3689                                                                                ,20061001  ,          ,
0900,01,     ,0930001553,REKENAARS - VERSEKERING       ,HP LASERJET 5200 -CINVKJ2673 INV IN100266                                                           ,20100621  ,          ,
0900,01,0    ,0201229355,LESSENAARS & TAFELS - HK/DIENS,1 X TAFEL -KREDKC/8740                                                                              ,20040705  ,          ,
0900,01,0    ,0201229356,LESSENAARS & TAFELS - HK/DIENS,1 X TAFEL -KREDKC/8740                                                                              ,20040705  ,          ,
0900,01,0    ,0201229357,LESSENAARS & TAFELS - HK/DIENS,1 X TAFEL -KREDKC/8740                                                                              ,20040705  ,          ,
0900,01,0    ,0201229358,LESSENAARS & TAFELS - HK/DIENS,1 X TAFEL -KREDKC/8740                                                                              ,20040705  ,          ,
0900,01,0    ,0203006232,KABINETTE - HK EN DIENS       ,4 LAAI LIASSEERKABINET -TJEK 344479                                                                 ,19971212  ,          ,
0900,01,0    ,0203007416,KABINETTE - HK EN DIENS       ,4 DRAW FILING CABINET -KQ02337                                                                      ,20001121  ,          ,
0900,01,0    ,0207005729,STOELE - HOOFKANTOOR/DIENS    ,STOELE -IMB BOSTON RECEPTION AC 136/92                                                              ,19880218  ,          ,
0900,01,0    ,0207015169,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015170,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015171,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015172,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015173,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015174,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015175,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015176,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015177,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0207015178,STOELE - HOOFKANTOOR/DIENS    ,1 X OPLEIDINGSTOEL -KREDKC/8740                                                                     ,20040705  ,          ,
0900,01,0    ,0208000388,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0208000389,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0208000390,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0208000391,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0208000392,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0208000393,STOELE - LEWENSKANTORE        ,1 X EIKE BESOEKERSTOEL (TUSCANY) -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0209000273,LESSENAARS EN TAFELS - LEWENS ,1 X EIKE LESSENAAR (FOCUS) -CINVKB14064                                                             ,20070801  ,          ,
0900,01,0    ,0209000274,LESSENAARS EN TAFELS - LEWENS ,1 X EIKE LESSENAAR (FOCUS) -CINVKB14064                                                             ,20070801  ,          ,
0900,01,0    ,0209000277,LESSENAARS EN TAFELS - LEWENS ,1 X EIKE DIEPLAAI-EENHEID MOBIEL -CINVKB14064                                                       ,20070801  ,          ,
0900,01,0    ,0210000276,KABINETTE - LEWENS            ,1 X 2 DEUR SKRYFBEHOEFTESKABINET -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0210000277,KABINETTE - LEWENS            ,1 X 4 DEUR SKRYFBEHOEFTESKABINET -CINVKB14068                                                       ,20070801  ,          ,
0900,01,0    ,0299005824,DIVERSE - HK EN DIENS         ,YSKAS   KIC SD170 -TJEK 213645  18.8.95                                                             ,19950801  ,          ,
0900,01,0    ,0301005009,TIKMASJIENE                   ,OLYMPIA TIKMASJIEN -TJEK 29162   20.9.91                                                            ,19910901  ,          ,
0900,01,0    ,0303005241,FOTOSTAATMASJIENE HK EN DIENS ,FAKSMASJIEN -KV05725                                                                                ,20020501  ,          ,
0900,01,0    ,0322005118,BRANDBESTRYDINGAPPARAAT       ,1 X BRANDBLUSSER                                                                                    ,19910101  ,          ,
0900,01,0    ,0327007562,REKENAARS - VERSEKERING       ,HP DX100MT P4-530 80G SATA 2X256/400 KREDKC15573                                                    ,20050331  ,          ,
0900,01,0    ,0330005445,ELEKTRIESE APPARAAT - HK/DIENS,OORHOOFSE PROJEKTOR -TJEK 125115  22.3.93                                                           ,19930301  ,          ,
0900,01,0    ,0330005680,ELEKTRIESE APPARAAT - HK/DIENS,STOFSUIER -KV03157                                                                                  ,20001101  ,          ,
0900,01,0    ,0331007613,REKENAARS - VERSEKERING       ,FUJITSU 4340C SCANNER -CINVKJ1634                                                                   ,20080820  ,          ,
0900,01,AK   ,0203005734,KABINETTE - HK EN DIENS       ,STATIONARY CABINET  2 DEUR -TJEK 119257  18.11.92                                                   ,19921101  ,          ,
0900,01,AK   ,0207005728,STOELE - HOOFKANTOOR/DIENS    ,STOELE -IMB BOSTON RECEPTION AC 136/92                                                              ,19880218  ,          ,
0900,01,AK   ,0207007670,STOELE - HOOFKANTOOR/DIENS    ,1 X LESSENAARSTOEL                                                                                  ,19951206  ,          ,
0900,01,AK   ,0299005559,DIVERSE - HK EN DIENS         ,WASTE BINS -TJEK 119257  18.11.92                                                                   ,19921101  ,          ,
0900,01,AK   ,0327005282,REKENAARS - VERSEKERING       ,LASER JET 400 DRUKKER                                                                               ,19980205  ,          ,
0900,01,AK   ,0327005390,REKENAARS - VERSEKERING       ,NETWERKTOERUSTING -K/FOKUS  KL31639                                                                 ,19990211  ,          ,
0900,01,DB   ,0201226724,LESSENAARS & TAFELS - HK/DIENS,1 X CREDENZA BRUIN -SLIDING DOORS                                                                   ,19951206  ,          ,
0900,01,DB   ,0207000108,STOELE - HOOFKANTOOR/DIENS    ,1 STOEL ONTVANGS -IMBUIA                                                                            ,19840816  ,          ,
0900,01,DB   ,0299005561,DIVERSE - HK EN DIENS         ,WASTE BINS -TJEK 119257  18.11.92                                                                   ,19921101  ,          ,
0900,01,DK   ,0203005735,KABINETTE - HK EN DIENS       ,FILING CABINET 2 DEUR -TJEK 119257  18.11.92                                                        ,19921101  ,          ,
0900,01,DK   ,0207007677,STOELE - HOOFKANTOOR/DIENS    ,1 X BESOEKERSTOEL BURGUNDY                                                                          ,19951206  ,          ,
