Tak,MPY,Ligging,Batenommer,Bate Kategorie,Bate beskrywing,Aankoop datum,V No,Registrasie No,Barcode Yes,Barcode No,Current location,Item in use,Broken,Only Damaged,Private use,Written off,Transferred,Unused
0001,02,     ,0201005040,LESSENAARS & TAFELS - HK/DIENS,1 X TOONBANK                                                                                        ,19690519  ,          ,
0001,02,     ,0201005400,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR 1500X750 3 LAAI -STAAL(EX TAK 34)                                                         ,19851112  ,          ,
0001,02,     ,0201225513,LESSENAARS & TAFELS - HK/DIENS,LESSENAAR  X 1_(6 LAAI) MAHOGANY)                                                                   ,19890301  ,          ,
0001,02,     ,0201229652,LESSENAARS & TAFELS - HK/DIENS,TELEFOONTAFEL -KREDKB000000007291                                                                   ,20050201  ,          ,
0001,02,     ,0201229653,LESSENAARS & TAFELS - HK/DIENS,FREEDOM KONFERENSIETAFEL -KREDKB000000007291                                                        ,20050201  ,          ,
0001,02,     ,0203005229,KABINETTE - HK EN DIENS       ,KABINET - SKRYFBEHOEFTEKAS_PIENK                                                                    ,19740823  ,          ,
0001,02,     ,0203005240,KABINETTE - HK EN DIENS       ,KABINET - 2 DEUR STAAL (3 VT)                                                                       ,19750410  ,          ,
0001,02,     ,0203006253,KABINETTE - HK EN DIENS       ,VOORRAADKAS MET VAKKIES                                                                             ,19910101  ,          ,
0001,02,     ,0203006254,KABINETTE - HK EN DIENS       ,BROSJUREKAS -HOUT                                                                                   ,19910101  ,          ,
0001,02,     ,0207016505,STOELE - HOOFKANTOOR/DIENS    ,BURGANDY TILT LESSENAARSTOEL KREDKC13721                                                            ,20050119  ,          ,
0001,02,     ,0207016562,STOELE - HOOFKANTOOR/DIENS    ,LESSENAARSTOEL -KREDKB000000007291                                                                  ,20050201  ,          ,
0001,02,     ,0207016563,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSSTOEL -KREDKB000000007291                                                                   ,20050201  ,          ,
0001,02,     ,0207016564,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSSTOEL -KREDKB000000007291                                                                   ,20050201  ,          ,
0001,02,     ,0207016565,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSSTOEL -KREDKB000000007291                                                                   ,20050201  ,          ,
0001,02,     ,0207016566,STOELE - HOOFKANTOOR/DIENS    ,ONTVANGSSTOEL -KREDKB000000007291                                                                   ,20050201  ,          ,
