0551,02,     ,0201226998,1 X EIKE LESSENAAR  3 LAAITJEK 263640                                                               ,19960905  ,          ,
0551,02,     ,0201226999,1 X EIKE LESSENAAR & LINKTJEK 263640                                                                ,19960905  ,          ,
0551,02,     ,0201230723,1 X WORK STATION (TABLE)KNT 29/04/2008                                                              ,0         ,          ,
0551,02,     ,0202000290,1 X SMS COMMUNICATOR 4X2 EXCL MET SIM KAARTCINVKE2167                                               ,20070801  ,          ,
0551,02,     ,0202000334,1 X SMS COMMUNICATOR MET SIM KAARTCINVKE3561                                                        ,20080101  ,          ,
0551,02,     ,0203006123,1 X 4 LAAI LIASSEERKABINETTJEK 263640                                                               ,19960905  ,          ,
0551,02,     ,0203006124,1 X 2 DEUR STAALKAS1800X900   TJEK 263640                                                           ,19960905  ,          ,
0551,02,     ,0207008247,1 X HIGHBACK LESSENAARSTOELEIKE   TJEK 263640                                                       ,19960905  ,          ,
0551,02,     ,0207008248,1 X LESSENAARSTOELBURGUNDY  TJEK 263640                                                             ,19960905  ,          ,
0551,02,     ,0207008250,1 X ONTVANGSTOEL_EIKEBURGUNDY   TJEK 263640                                                         ,19960905  ,          ,
0551,02,     ,0207008252,1 X ONTVANGSTOEL_STAALBURGUNDY   TJEK 263640                                                        ,19960905  ,          ,
0551,02,     ,0207008254,1 X ONTVANGSTOEL_STAALBURGUNDY  TJEK 263640                                                         ,19960905  ,          ,
0551,02,     ,0207021867,1 X PLASTIC CHAIRKNT 29/04/2008                                                                     ,0         ,          ,
0551,02,     ,0207021868,1 X PLASTIC CHAIRKNT 29/04/2008                                                                     ,0         ,          ,
0551,02,     ,0207021869,1 X PLASTIC CHAIRKNT 29/04/2008                                                                     ,0         ,          ,
0551,02,     ,0207021870,1 X PLASTIC CHAIRKNT 29/04/2008                                                                     ,0         ,          ,
0551,02,     ,0207021871,1 X PLASTIC CHAIRKNT 29/04/2008                                                                     ,0         ,          ,
0551,02,     ,0299006637,1 X BRANDKLUIS                                                                                      ,19910101  ,          ,
0551,02,     ,0303005273,1 FAKSMASJIEN CONON L360KG05861                                                                     ,20030519  ,          ,
0551,02,     ,0310000487,1 X NOODHULP KASSIECINVKM1050                                                                       ,20060531  ,          ,
0551,02,     ,0322005202,2KG BRANDBLUSSERGEDIENS 1/2006 KNT 07/11/06                                                         ,19910101  ,          ,
0551,02,     ,0322005203,2 KG BRANDBLUSSERGEDIENS 1/2006 KNT 07/11/06                                                        ,19910101  ,          ,
0551,02,     ,0322005264,BRANDSLANG (GEDIENS 7/2003)GEDIENS 1/2006 KNT 07/11/06                                              ,19910101  ,          ,
0551,02,     ,0322005805,BRANDBLUSSER3175 27/07/2009 - 0551                                                                  ,20090701  ,          ,
0551,02,     ,0322005817,BRANDBLUSSER 3KG3175 09/11/2009 0551                                                                ,20091101  ,          ,
0551,02,     ,0327006659,1X TOWER (SKERM / MONITOR) KONT10/2003 X500                                                         ,20030801  ,          ,
0551,02,     ,0327006660,1X TOWER (H/DRIVER) KONT10/2003 X500                                                                ,20030801  ,          ,
0551,02,     ,0327007488,1 X 3-COM SWITCH                                                                                    ,20010101  ,          ,
0551,02,     ,0327007489,1 X ISD MODEM                                                                                       ,20010101  ,          ,
0551,02,     ,0327007522,HP 17" CRT MONITOR KREDKC15605                                                                      ,20050331  ,          ,
0551,02,     ,0327007523,HP 17" CRT MONITOR KREDKC15605                                                                      ,20050331  ,          ,
0551,02,     ,0327007541,HP DX200 CEL 2.8/533 40G 256/400 KREDKC15605KREDKC16122                                             ,20050331  ,          ,
0551,02,     ,0327007542,HP DX200 CEL 2.8/533 40G 256/400 KREDKC15605KREDKC16122                                             ,20050331  ,          ,
0551,02,     ,0327007584,SAMSUNG LASER 16PPM PRINTER KREDKC15936                                                             ,20050412  ,          ,
0551,02,     ,0327007610,3COM OFFICE CONNECT SWITCH KREDKC15937                                                              ,20050412  ,          ,
0551,02,     ,0327010835,TELKOM UPSCINVKC9606                                                                                ,20080701  ,          ,
0551,02,     ,0348000009,1 X 2 LAAI PEDESTALTJEK 263640                                                                      ,19960905  ,          ,
0551,02,     ,0348000061,L -STUK EIKE TOONBANK                                                                               ,19981101  ,          ,
0551,02,     ,0349000033,1 X SNIPPERMANDJIEMETAAL/IVORY  TJEK 263640                                                         ,19960905  ,          ,
0551,02,     ,0349000034,1 X SNIPPERMANDJIEIVORY/METAAL  TJEK 263640                                                         ,19960905  ,          ,
0551,02,     ,0401006093,1 X LOWERING DEVICEKNT 29/04/2008                                                                   ,0         ,          ,
0551,02,     ,0430007110,1 X CHURCH TRUCKKNT 29/04/2008                                                                      ,0         ,          ,
0551,02,     ,0471005604,CASKET DISPLAY RACK 3 TIERJNL 20007                                                                 ,19970224  ,          ,
0551,02,     ,0471005605,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005606,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005607,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005608,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005610,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005611,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005612,CASKET DISPLAY RACK  3 TIERJNL 20007                                                                ,19970224  ,          ,
0551,02,     ,0471005613,CASKET DISPLAY RACK  VERTICALJNL 20007                                                              ,19970224  ,          ,
0551,02,     ,0471005614,CASKET DISPLAY RACK VERTICALJNL 20007                                                               ,19970224  ,          ,
0551,02,     ,0471005615,CASKET DISPLAY RACK VERTICALJNL 20007                                                               ,19970224  ,          ,
0551,02,     ,0471005616,CASKET DISPLAY RACK  VERTICALJNL 20007                                                              ,19970224  ,          ,
0551,02,     ,0471005617,CASKET DISPLAY RACK  VERTICALJNL 20007                                                              ,19970224  ,          ,
0551,02,     ,0471005618,CASKET DISPLAY RACK VERTICALJNL 20007                                                               ,19970224  ,          ,
0551,02,     ,0471005619,CASKET DISPLAY RACK  VERTICALJNL 20007                                                              ,19970224  ,          ,
