0550,02,     ,0201226831,1 X LESSENAAREIKE 1600X800MM TJEK 240187                                                            ,19960314  ,          ,
0550,02,     ,0201226832,1 X LESSENAAR EIKE1600X800MM TJEK 240187                                                            ,19960314  ,          ,
0550,02,     ,0201226833,1 X LESSENAAR1200X800MM TJEK 240187                                                                 ,19960314  ,          ,
0550,02,     ,0201226834,1 X CREDENZATJEK 240187                                                                             ,19960314  ,          ,
0550,02,     ,0201226835,1 X CREDENZATJEK 240187                                                                             ,19960314  ,          ,
0550,02,     ,0201226836,1 X LESSENAAREIKE  1720X800  TJEK 240187                                                            ,19960314  ,          ,
0550,02,     ,0201226853,1 X KOFFIETAFEL600X600 TJEK 245424                                                                  ,19960426  ,          ,
0550,02,     ,0201229168,KOFFIETAFELKB10335                                                                                  ,20021029  ,          ,
0550,02,     ,0201229169,LESSENAARKB10335                                                                                    ,20021029  ,          ,
0550,02,     ,0203006039,1 X SKRYFBEHOEFTE KABINET1800X900MM TJEK 240187                                                     ,19960314  ,          ,
0550,02,     ,0203006093,1 X STAAL KABINET 2 DEUR                                                                            ,19910101  ,          ,
0550,02,     ,0203006094,1 X STAAL KABINET 4 LAAI                                                                            ,19910101  ,          ,
0550,02,     ,0207007940,1 X LESSENAARSTOEL HOE RUGBURGUNDY TJEK 240187                                                      ,19960314  ,          ,
0550,02,     ,0207007941,1 X BESOEKERSTOELBURGUNDY TJEK 240187                                                               ,19960314  ,          ,
0550,02,     ,0207007942,1 X BESOEKERSTOELBURGUNDY  TJEK 240187                                                              ,19960314  ,          ,
0550,02,     ,0207007943,1 X LESSENAARSTOELBURGUNDY TJEK 240187                                                              ,19960314  ,          ,
0550,02,     ,0207007944,1 X LESSENAARSTOELBURGUNDY TJEK 240187                                                              ,19960314  ,          ,
0550,02,     ,0207007945,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007946,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007947,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007948,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007949,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007950,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007951,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007952,1 X ONTVANGSTOELBURGUNDY  TJKE 240187                                                               ,19960314  ,          ,
0550,02,     ,0207007953,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007954,1 X ONTVANGSTOELBURGUNDY TJEK 240187                                                                ,19960314  ,          ,
0550,02,     ,0207007955,1 X ONTVANGSTOELBURGUNDY  TJEK 240187                                                               ,19960314  ,          ,
0550,02,     ,0207007956,1 X TIKSTERSTOELBURGUNDY  TJEK 240187                                                               ,19960314  ,          ,
0550,02,     ,0207008004,1 X PLASTIEK STOEL CHARCOAL(EX 22)TJEK 247066                                                       ,19960508  ,          ,
0550,02,     ,0207008005,1 X PLASTIEK STOEL CHARCOAL(EX 22)TJEK 247066                                                       ,19960508  ,          ,
0550,02,     ,0207008006,1 X PLASTIEK STOEL CHARCOAL(EX 22)TEK 247066                                                        ,19960508  ,          ,
0550,02,     ,0207008007,1 X PLASTIEK STOEL CHARCOAL(EX 22)TJEK 247066                                                       ,19960508  ,          ,
