0300,02,     ,0201228155,CREDENZA X 1 (EIK)                                                                                  ,19990801  ,          ,
0300,02,     ,0201229174,1 X LESSENAARSTAAL / EIKE  GEEN LAAIE                                                               ,20021101  ,          ,
0300,02,     ,0201229224,1X CREDENZAKREDKC000000000595                                                                       ,20030721  ,          ,
0300,02,     ,0201230829,DESK 6 DRAWERS3175 26/05/2009 300                                                                   ,20090501  ,          ,
0300,02,     ,0203005046,KABINET STAAL - 4 LAAI                                                                              ,19700621  ,          ,
0300,02,     ,0203007236,KABINET X 1 (2-DEUR)(EIK)                                                                           ,19991201  ,          ,
0300,02,     ,0203007594,1X KISTE STAANDERVERTIKAAL                                                                          ,20020705  ,          ,
0300,02,     ,0203007595,1X KISTE STAANDER (KINDER) 3 TIER                                                                   ,20020705  ,          ,
0300,02,     ,0203007596,1X KISTE STAANDERVERTIKAAL                                                                          ,20020705  ,          ,
0300,02,     ,0203008246,2 DOOR STATIONERY CABINET3175 26/05/2009 300                                                        ,20090501  ,          ,
0300,02,     ,0203008247,2 DOOR STATIONERY CABINET3175 26/05/2009 300                                                        ,20090501  ,          ,
0300,02,     ,0204005981,3 LAAG STAPELRAKKE3175 26/05/2009 300                                                               ,20090501  ,          ,
0300,02,     ,0204005982,3 LAAG STAPELRAKKE3175 26/05/2009 300                                                               ,20090501  ,          ,
0300,02,     ,0204005983,3 LAAG STAPELRAKKE3175 26/05/2009 300                                                               ,20090501  ,          ,
0300,02,     ,0207014343,TIKSTERSTOEL                                                                                        ,20021101  ,          ,
0300,02,     ,0207019870,1 X TIKSTER STOELKNT 28/07/2006                                                                     ,0         ,          ,
0300,02,     ,0207023000,HB DESK CHAIR3175 26/05/2009 300                                                                    ,20090501  ,          ,
0300,02,     ,0207023001,HB DESK CHAIR3175 26/05/2009 300                                                                    ,20090501  ,          ,
0300,02,     ,0207023002,VISITOR CHAIR3175 26/05/2009 300                                                                    ,20090501  ,          ,
0300,02,     ,0207023003,VISITOR CHAIR3175 26/05/2009 300                                                                    ,20090501  ,          ,
0300,02,     ,0207023004,VISITOR CHAIR3175 26/05/2009 300                                                                    ,20090501  ,          ,
0300,02,     ,0207023006,VISITORS CHAIR3175 26/05/2009 300                                                                   ,20090501  ,          ,
0300,02,     ,0207023007,LESSENAAR STOEL3175 26/05/2009 300                                                                  ,20090501  ,          ,
0300,02,     ,0299008117,1 X KRANSERAK                                                                                       ,20021101  ,          ,
0300,02,     ,0299008118,1 X KRANSERAK                                                                                       ,20021101  ,          ,
0300,02,     ,0299008119,KRANSERAK                                                                                           ,20021101  ,          ,
0300,02,     ,0299008120,1 X RAK  STAAL/HOUT                                                                                 ,20021101  ,          ,
0300,02,     ,0299008121,1 X RAK STAAL/HOUT                                                                                  ,20021101  ,          ,
0300,02,0    ,0310000406,1 X NOODHULP KASSIECINVKM1050                                                                       ,20060530  ,          ,
0300,02,     ,0322005700,BRANDBLUSSER_ 2 KGGEDIENS 04/2007 KNT 17/08/2007                                                    ,20021101  ,          ,
0300,02,     ,0322005701,BRANDBLUSSER_  2KGGEDIENS 04/2007 KNT 17/08/2007                                                    ,20021101  ,          ,
0300,02,     ,0322005702,1 X BRANDBLUSSER  9KGGEDIENS 04/2007 KNT 17/08/2007                                                 ,20021101  ,          ,
0300,02,     ,0327006655,SKERM / SLEUTELBORD KNT7/03 X906                                                                    ,20030801  ,          ,
0300,02,     ,0327007494,HP 17" MONITOR   KREDKC15605                                                                        ,20050331  ,          ,
0300,02,     ,0327007495,HP 17" MONITOR   KREDKC15605                                                                        ,20050331  ,          ,
0300,02,     ,0327007505,HP DX6100 MT P4-530 80G SATA 2X256/400 KREDKC15605KREDK                                             ,20050331  ,          ,
0300,02,     ,0327007609,3COM OFFICE CONNECT SWITCH KREDKC15937                                                              ,20050401  ,          ,
0300,02,0    ,0930000361,PRINTERCINVKJ2017 100317                                                                            ,20090430  ,          ,
0300,02,0    ,0930001499,PRINTERCINVKJ2668 INV IN101317                                                                      ,20100618  ,          ,
0300,02,     ,0329000328,FAKSMASJIEN MF1600EKQ11046                                                                          ,20020401  ,          ,
0300,02,     ,0329000330,EP1030 FOTOSTAATMASJIENKQ12485                                                                      ,20020516  ,          ,
0300,02,     ,0330005708,1 X KETEL  PINEWARE                                                                                 ,20021101  ,          ,
0300,02,     ,0330005753,1 X BAUER COOLER AND HEATERKREDKA4358                                                               ,20051128  ,          ,
0300,02,     ,0347000055,1 X BUAER COOLER EN VERWARMERKNT 23/08/2006                                                         ,0         ,          ,
0300,02,     ,0349000189,VULLISHOUER_  WYNROOI PLASTIESKB02773                                                               ,20010513  ,          ,
0300,02,     ,0349000571,STAAL SNIPPERMANTJIE3175 26/05/2009 300                                                             ,20090501  ,          ,
0300,02,     ,0401005024,AFLAATMASJIENSTAANDER                                                                               ,19700501  ,          ,
0300,02,     ,0401005864,AFLAATMASJIEN  AI-6195  AI-3461 (BUITE WERKING)                                                     ,20021101  ,          ,
0300,02,     ,0402000033,1 X STEL GORDYNE                                                                                    ,20021101  ,          ,
0300,02,     ,0495005848,BRANDKLUIS                                                                                          ,20030601  ,          ,
