0557,02,0    ,0299007592,STAANWAAIER                                                                                         ,19910101  
0557,02,0    ,0303005406,1 X FOTOSTAAT MASJIENCINVKP1333                                                                     ,20071001  
0557,02,0    ,0327007525,HP 17" CRT MONITOR KREDKC15605                                                                      ,20050331  
0557,02,0    ,0327007544,HP DX200 CEL 2.8/533 40G 256/400 KREDKC15605KREDKC16122                                             ,20050331  
0557,02,0    ,0327007590,SAMSUNG LASER 16PPM PRINTER KREDKC15936                                                             ,20050412  
0557,02,0    ,0327007615,3COM OFFICE CONNECT SWITCH KREDKC15937                                                              ,20050412  
0557,02,0    ,0495007230,1 X KLUISKNT 11/07/2007                                                                             ,20070801  
0557,02,0    ,0610000062,SHURDRIVE SECURITY SYSTEMCINVFB965                                                                  ,20071201  
0557,02,0    ,0610000063,SHURDRIVE SECURITY SYSTEMCINVFB965                                                                  ,20071201  
0557,02,0    ,0610000064,SHURDRIVE SECURITY SYSTEMCINVFB965                                                                  ,20071201  
0557,02,AK   ,0201225583,1 X 3 LAAI LESSENAAR & GLASBLADEIKE HOUT                                                            ,19890601  
0557,02,BEST ,0201228310,LESSENAAR LMET CREDENZAKJ18572                                                                      ,20000201  
0557,02,BEST ,0203007262,SKRYFBEHOEFTEKASKJ18572_ STAAL                                                                      ,20000201  
0557,02,BEST ,0207011586,BESOEKERSTOEL  EIKEKJ18572                                                                          ,20000201  
0557,02,BEST ,0207011589,BESOEKERSTOEL_  EIKEKJ18572                                                                         ,20000201  
0557,02,BEST ,0207011590,LESSENAARSTOEL_HI BACK EIKEIKJ18572                                                                 ,20000201  
0557,02,BEST ,0327007524,HP 17" CRT MONITOR KREDKC15605                                                                      ,20050331  
0557,02,BEST ,0327007543,HP DX200 CEL 2.8/533 40G 256/400 KREDKC15605KREDKC16122                                             ,20050331  
0557,02,O    ,0327006650,1X TOWER KNT7/03 X926                                                                               ,20030801  
0557,02,OA   ,0201228309,LESSENAAR & TOONBANK BLADKJ18572_ EIKE                                                              ,20000201  
0557,02,OA   ,0201228868,CREDENZA MET RAKKB05974                                                                             ,20011220  
0557,02,OA   ,0207011585,LESSENAARSTOEL_ HI BACK__STAALK/F KJ18572                                                           ,20000201  
0557,02,OA   ,0207011587,BESOEKERSTOEL  EIKEKJ18572                                                                          ,20000201  
0557,02,OA   ,0207011588,BESOEKERSTOEL  EIKEKJ18572                                                                          ,20000201  
0557,02,OA   ,0207011591,KROEGSTOEL  EIKIEKJ18572                                                                            ,20000201  
0557,02,OA   ,0207011592,KROEGSTOEL__  EIKEKJ18572                                                                           ,20000201  
0557,02,OA   ,0302005372,SAKREKENAAR OLYMPIA LCD 120TJEK 464328                                                              ,19991101  
0557,02,OA   ,0302005373,SAKREKENAAR OLYMPIA LCD 120TJEK 464328                                                              ,19991101  
0557,02,OA   ,0303005272,FAKSMASJIENMINOLTA 1600_ONBEKEND KNT 24/07/2006                                                     ,20030501  
0557,02,OA   ,0322005707,BRANDBLUSSER  4 5KGGEDIENS 1/07/2007                                                                ,20030501  
0557,02,OA   ,0330005716,MINOLTA FAX MASJIEN 1600KONTR 15/5/03                                                               ,20030701  
0557,02,OA   ,0348000076,PEDASTAL EIKE 3 LAAIKJ18572                                                                         ,20000201  
0557,02,OA   ,0349000138,SNIPPERMANDJIE  ROND PLASTIESKJ18572                                                                ,20000201  
0557,02,OA   ,0349000139,SNIPPERMANDJIE_ ROND PLASTIESKJ18572                                                                ,20000201  
0557,02,STOOR,0299005326,TRAPLEER__HOUTJS 15560  7.91                                                                        ,19910701  
0557,02,STOOR,0322005709,BRANDBLUSSER 9KG (GEDIENS 5/03)KONT 01/07/06                                                        ,20030701  
0557,02,STOOR,0322005710,BRANDBLUSSER 9KG (GEDIENS 1/07/06)                                                                  ,20030701  
0557,02,STOOR,0430006157,1 X STAAL TROLLIE                                                                                   ,19910101  
0557,02,VOERT,0610000032,HILUX 2000 LWB V4/2817  MPJ675GPKB02916                                                             ,20010606  
0557,02,VOERT,0610000039,FORD RANGER  V4/2965KB14461 PHL749GP                                                                ,20030520  
0557,02,VOERT,0640001635,TRAILER  V4/2919KB08533  NNV246GP                                                                   ,20020619  
